개설학과,이수구분,과목번호,분반,교과목명,학점/시간,"수강학년",강의실(시간),담당교수
패션디자인학과,공통교양,100145,312,지도교수멘토링Ⅲ,0.25,2,생과804[화8],함연자
패션디자인학과,공통교양,100145,313,지도교수멘토링Ⅲ,0.25,2,생과805[화8],김혜은
패션디자인학과,공통교양,100145,314,지도교수멘토링Ⅲ,0.25,2,생과803[화8],김인화
패션디자인학과,공통교양,100147,312,지도교수멘토링Ⅴ,0.25,3,생과810[화9],정현주
패션디자인학과,공통교양,100147,313,지도교수멘토링Ⅴ,0.25,3,생과804[화9],함연자
패션디자인학과,공통교양,100147,314,지도교수멘토링Ⅴ,0.25,3,생과805[화9],김혜은
패션디자인학과,공통교양,100147,315,지도교수멘토링Ⅴ,0.25,3,생과803[화9],김인화
패션디자인학과,공통교양,100149,310,지도교수멘토링Ⅶ,0.25,4,생과810[화9],정현주
패션디자인학과,공통교양,100149,311,지도교수멘토링Ⅶ,0.25,4,생과804[화9],함연자
패션디자인학과,공통교양,100149,312,지도교수멘토링Ⅶ,0.25,4,생과805[화9],김혜은
패션디자인학과,공통교양,100149,313,지도교수멘토링Ⅶ,0.25,4,생과803[화9],김인화
패션디자인학과,전공필수,402011,001,패션디자인CAD실습,3.00,1,생과712[화2-4],김혜은
패션디자인학과,전공필수,402011,002,패션디자인CAD실습,3.00,1,생과712[수2-4],김혜은
패션디자인학과,전공필수,402011,003,패션디자인CAD실습,3.00,1,생과712[금3-5],김혜은
패션디자인학과,전공필수,402011,004,패션디자인CAD실습,3.00,1,생과712[금6-8],김혜은
패션디자인학과,전공필수,504067,001,패션드로잉,3.00,1,생과813[월2-4],최무석
패션디자인학과,전공필수,504067,002,패션드로잉,3.00,1,생과224[화2-4],최무석
패션디자인학과,전공필수,401751,001,패션패턴메이킹,3.00,2,생과225[금3-5],이진숙
패션디자인학과,전공필수,401751,002,패션패턴메이킹,3.00,2,생과225[금6-8],이진숙
패션디자인학과,전공선택,401120,001,패션프리젠테이션,3.00,2,생과813[화5-7],최무석
패션디자인학과,전공선택,401120,002,패션프리젠테이션,3.00,2,생과813[목3-5],최무석
패션디자인학과,전공선택,510750,001,패션컬러디자인,3.00,2,생과224[수3-5],함연자
패션디자인학과,전공선택,510750,002,패션컬러디자인,3.00,2,생과224[목3-5],함연자
패션디자인학과,전공선택,511083,001,패션소재의이해,3.00,2,생과813[목6-8],노영주
패션디자인학과,전공선택,511087,001,패션과산업(키스톤디자인),3.00,2,"생과812[월5-6], 생과812[목1]",정현주
패션디자인학과,전공선택,510569,001,패션소비자행동,3.00,3,"생과812[화3-4], 생과812[수6]",정현주
패션디자인학과,전공선택,510877,001,어패럴디자인및실습,3.00,3,생과813[수3-5],최무석
패션디자인학과,전공선택,510878,001,테일러링및실습,3.00,3,생과225[월5-7],김인화
패션디자인학과,전공선택,511084,001,디지털패턴메이킹및실습,3.00,3,생과712[목5-7],김인화
패션디자인학과,전공선택,511088,001,패션스타일플래닝및실습(키스톤디자인),3.00,3,생과224[화5-7],함연자
패션디자인학과,전공선택,510671,001,패션마켓리서치,3.00,4,"생과812[수3], 생과812[목5-6]",정현주
패션디자인학과,전공선택,510880,001,테크니컬디자인,3.00,4,생과225[화5-7],김인화
패션디자인학과,전공선택,510880,002,테크니컬디자인,3.00,4,생과225[수5-7],김인화
패션디자인학과,전공선택,511091,001,캡스톤디자인(졸업작품연구),3.00,4,생과701[목2-4],김혜은
체육학과,공통교양,100030,071,영어회화,2.00,1,상경215[금3-4],폴포터
체육학과,공통교양,100030,072,영어회화,2.00,1,상경212[금3-4],팀멘기니
체육학과,공통교양,100138,038,디지털시대와인문학,2.00,1,상경213[월5-6],김명우
체육학과,공통교양,100141,079,프로젝트길잡이Ⅰ,1.00,1,상경213[화5],김명우
체육학과,공통교양,100143,321,지도교수멘토링Ⅰ,0.25,1,상경203[화8],유병인
체육학과,공통교양,100143,322,지도교수멘토링Ⅰ,0.25,1,상경615[화8],김희은
체육학과,공통교양,100143,323,지도교수멘토링Ⅰ,0.25,1,상경301[화8],곽이섭
체육학과,공통교양,100143,324,지도교수멘토링Ⅰ,0.25,1,상경306[화8],윤병곤
체육학과,공통교양,100143,325,지도교수멘토링Ⅰ,0.25,1,상경204[화8],신정택
체육학과,공통교양,100145,315,지도교수멘토링Ⅲ,0.25,2,상경203[화8],유병인
체육학과,공통교양,100145,316,지도교수멘토링Ⅲ,0.25,2,상경615[화8],김희은
체육학과,공통교양,100145,317,지도교수멘토링Ⅲ,0.25,2,상경301[화8],곽이섭
체육학과,공통교양,100145,318,지도교수멘토링Ⅲ,0.25,2,상경306[화8],윤병곤
체육학과,공통교양,100145,319,지도교수멘토링Ⅲ,0.25,2,상경204[화8],신정택
체육학과,공통교양,100147,316,지도교수멘토링Ⅴ,0.25,3,상경203[화8],유병인
체육학과,공통교양,100147,317,지도교수멘토링Ⅴ,0.25,3,상경615[화8],김희은
체육학과,공통교양,100147,318,지도교수멘토링Ⅴ,0.25,3,상경301[화8],곽이섭
체육학과,공통교양,100147,319,지도교수멘토링Ⅴ,0.25,3,상경306[화8],윤병곤
체육학과,공통교양,100147,320,지도교수멘토링Ⅴ,0.25,3,상경204[화8],신정택
체육학과,공통교양,100149,314,지도교수멘토링Ⅶ,0.25,4,상경203[화8],유병인
체육학과,공통교양,100149,315,지도교수멘토링Ⅶ,0.25,4,상경615[화8],김희은
체육학과,공통교양,100149,316,지도교수멘토링Ⅶ,0.25,4,상경301[화8],곽이섭
체육학과,공통교양,100149,317,지도교수멘토링Ⅶ,0.25,4,상경306[화8],윤병곤
체육학과,공통교양,100149,318,지도교수멘토링Ⅶ,0.25,4,상경204[화8],신정택
체육학과,전공필수,400354,002,인체해부학,3.00,1,"상경213[월3-4], 상경213[수2]",박재영
체육학과,전공필수,400354,003,인체해부학,3.00,1,"상경213[수1], 상경213[목1-2]",박재영
체육학과,전공필수,401184,001,하계스포츠,1.00,1,상경215[금7-8],곽이섭
체육학과,전공필수,502136,001,수영,1.00,1,상경215[수5-6],곽이섭
체육학과,전공필수,502799,001,육상,1.00,1,축구000[화2-3],박철홍
체육학과,전공필수,502799,002,육상,1.00,1,축구000[목3-4],박철홍
체육학과,전공필수,502169,001,스포츠사회학,3.00,2,"상경612[화1-2], 상경213[수3]",김희은
체육학과,전공교직,700027,001,교과교육론(체육),3.00,3,"상경214[월9-10], 상경214[수4]",박철홍
체육학과,전공교직,507888,001,논리및논술(체육),2.00,4,상경214[월5-6],박철홍
체육학과,전공선택,400860,001,스포츠교육학,2.00,2,상경213[수5-6],박철홍
체육학과,전공선택,503822,001,축구,1.00,2,축구000[목7-8],박문수
체육학과,전공선택,503937,001,테니스,1.00,2,테니000[월5-6],유병인
체육학과,전공선택,503937,002,테니스,1.00,2,테니000[화3-4],유병인
체육학과,전공선택,509887,001,운동부하검사,2.00,2,상경213[월1-2],윤병곤
체육학과,전공선택,510321,001,댄스테라피재활및실기,2.00,2,체육B101[목1-3],김희은
체육학과,전공선택,511539,001,운동생리학(키스톤디자인),3.00,2,"상경215[월3], 상경315[화6-7]",곽이섭
체육학과,전공선택,401196,001,운동처방,3.00,3,"상경215[화5-6], 상경215[목6]",윤병곤
체육학과,전공선택,506614,001,운동학연구법,3.00,3,"상경214[월3], 상경214[화1-2]",유병인
체육학과,전공선택,508557,001,뉴스포츠,1.00,3,축구000[수5-6],박문수
체육학과,전공선택,509885,001,운동동작분석및실기,2.00,3,"상경214[수3], 상경212[목3-4]",박재영
체육학과,전공선택,510212,001,코칭과학이론및실기,2.00,3,"상경214[화3], 상경215[수1-2]",신정택
체육학과,전공선택,510687,001,움직임을위한감정코칭,1.00,3,체육B101[월5-6],김희은
체육학과,전공선택,511540,001,스포츠의학(키스톤디자인),3.00,3,사이버강좌,곽이섭
체육학과,전공선택,501453,001,배드민턴,1.00,4,체육107[화6-7],박문수
체육학과,전공선택,503930,001,탁구,1.00,4,스포츠센터401[화4-5],신정택
체육학과,전공선택,509820,001,스포츠캠프및실기,2.00,4,"상경215[수3], 상경215[목2-3]",유병인
체육학과,전공선택,509888,001,운동수행심리학,2.00,4,상경213[금3-4],신정택
체육학과,전공선택,510213,001,스포츠프로그램기획및실기,2.00,4,"상경214[수2], 상경214[목5-6]",박문수
체육학과,전공선택,511300,001,캡스톤디자인(질환별운동프로그램),3.00,4,상경214[금5-7],윤병곤
체육학과,전공선택,511552,001,무빙테라피,1.00,4,체육B101[월2-3],김희은
레저스포츠학과,공통교양,100030,073,영어회화,2.00,1,상경314[금3-4],해즐턴새뮤얼깁스
레저스포츠학과,공통교양,100030,074,영어회화,2.00,1,상경312[금3-4],케이티
레저스포츠학과,공통교양,100138,039,디지털시대와인문학,2.00,1,상경214[수5-6],고미나
레저스포츠학과,공통교양,100141,080,프로젝트길잡이Ⅰ,1.00,1,상경214[목4],고미나
레저스포츠학과,공통교양,100143,327,지도교수멘토링Ⅰ,0.25,1,상경311[화9],박찬호
레저스포츠학과,공통교양,100143,328,지도교수멘토링Ⅰ,0.25,1,상경313[화9],김종백
레저스포츠학과,공통교양,100145,321,지도교수멘토링Ⅲ,0.25,2,상경311[화9],박찬호
레저스포츠학과,공통교양,100145,322,지도교수멘토링Ⅲ,0.25,2,상경313[화9],김종백
레저스포츠학과,공통교양,100147,322,지도교수멘토링Ⅴ,0.25,3,상경311[화9],박찬호
레저스포츠학과,공통교양,100147,323,지도교수멘토링Ⅴ,0.25,3,상경313[화9],김종백
레저스포츠학과,공통교양,100149,320,지도교수멘토링Ⅶ,0.25,4,상경311[화9],박찬호
레저스포츠학과,공통교양,100149,321,지도교수멘토링Ⅶ,0.25,4,상경313[화9],김종백
레저스포츠학과,전공필수,400249,001,레저스포츠학개론,3.00,1,"상경314[화2-3], 상경313[금5]",이재빈
레저스포츠학과,전공필수,400249,002,레저스포츠학개론,3.00,1,"상경314[월2], 상경313[금3-4]",이재빈
레저스포츠학과,전공필수,401184,002,하계스포츠,1.00,1,스포츠센터401[월1-2],김종백
레저스포츠학과,전공필수,401590,001,전공기초실기Ⅰ,1.00,1,상경208[화5-6],천지언
레저스포츠학과,전공필수,401590,002,전공기초실기Ⅰ,1.00,1,상경208[화7-8],천지언
레저스포츠학과,전공필수,401710,001,전공실기실습Ⅰ,1.00,1,축구000[수2-3],이재빈
레저스포츠학과,전공필수,401185,001,레저스포츠경영론,3.00,2,"상경314[수1-2], 상경314[목3]",김종백
레저스포츠학과,전공필수,402057,001,스포츠사회학(키스톤디자인),3.00,2,"상경315[월1], 상경315[금5-6]",문선호
레저스포츠학과,전공선택,501454,001,배드민턴Ⅰ,1.00,2,체육107[화1-2],박문수
레저스포츠학과,전공선택,501454,002,배드민턴Ⅰ,1.00,2,체육107[화3-4],박문수
레저스포츠학과,전공선택,503823,001,축구Ⅰ,1.00,2,축구000[화6-7],박재영
레저스포츠학과,전공선택,507724,001,초급골프,1.00,2,스포츠센터403[화1-2],박재영
레저스포츠학과,전공선택,507724,002,초급골프,1.00,2,스포츠센터403[화3-4],박재영
레저스포츠학과,전공선택,507725,001,스포츠재활및실습,2.00,2,"상경311[월3], 상경311[목1-2]",박찬호
레저스포츠학과,전공선택,508927,001,GX지도실습Ⅰ,1.00,2,스포츠센터101[수4-5],손경선
레저스포츠학과,전공선택,509055,001,퍼스널트레이닝,1.00,2,상경214[목7-8],신정택
레저스포츠학과,전공선택,510559,001,스포츠역학및실습,3.00,2,"상경313[월5-6], 상경313[수6-7]",박재영
레저스포츠학과,전공선택,510575,001,해양스포츠개론,3.00,2,"상경314[월7-8], 상경315[목5]",이재빈
레저스포츠학과,전공선택,511237,001,수중레저스포츠Ⅰ,1.00,2,상경315[수8-9],차병규
레저스포츠학과,전공선택,502174,001,스포츠영양학,3.00,3,"상경313[화3], 상경313[목1-2]",윤병곤
레저스포츠학과,전공선택,503938,001,테니스Ⅰ,1.00,3,테니000[목5-6],김종백
레저스포츠학과,전공선택,507736,001,운동처방및건강관리,3.00,3,"상경311[화6-7], 상경311[목3]",박찬호
레저스포츠학과,전공선택,509818,001,스포츠소비자행동론,3.00,3,"상경315[월2-3], 상경315[금4]",문선호
레저스포츠학과,전공선택,510332,001,실내스포츠Ⅰ,1.00,3,체육107[수1-2],박찬호
레저스포츠학과,전공선택,511239,001,캡스톤디자인(스포츠스타트업),3.00,3,"상경311[월5-6], 상경311[금2]",박태현
레저스포츠학과,전공선택,511240,001,서핑지도자실습,1.00,3,상경313[금6-7],이재빈
레저스포츠학과,전공선택,507310,001,스포츠이벤트기획론,3.00,4,"상경311[월4], 상경311[금3-4]",박태현
레저스포츠학과,전공선택,510563,001,웰니스투어리즘,3.00,4,"상경314[수5], 상경315[목2-3]",이재빈
레저스포츠학과,전공선택,510737,001,생활스포츠현장지도실습(산학연계학),3.00,4,"상경315[수6-7], 상경315[목6-7]",이재빈
레저스포츠학과,전공선택,511242,001,스포츠영상분석론및실습,2.00,4,"상경313[월1-2], 상경313[수4]",박재영
태권도학과,공통교양,100030,075,영어회화,2.00,1,상경211[금3-4],아데
태권도학과,공통교양,100138,040,디지털시대와인문학,2.00,1,법정304[수2-3],김예슬
태권도학과,공통교양,100141,081,프로젝트길잡이Ⅰ,1.00,1,법정304[화3],김예슬
태권도학과,공통교양,100143,329,지도교수멘토링Ⅰ,0.25,1,상경212[화8],이한우
태권도학과,공통교양,100143,330,지도교수멘토링Ⅰ,0.25,1,상경211[화8],김학덕
태권도학과,공통교양,100143,331,지도교수멘토링Ⅰ,0.25,1,상경214[화8],김수정
태권도학과,공통교양,100145,323,지도교수멘토링Ⅲ,0.25,2,상경212[화8],이한우
태권도학과,공통교양,100145,324,지도교수멘토링Ⅲ,0.25,2,상경211[화8],김학덕
태권도학과,공통교양,100145,325,지도교수멘토링Ⅲ,0.25,2,상경214[화8],김수정
태권도학과,공통교양,100147,324,지도교수멘토링Ⅴ,0.25,3,상경212[화8],이한우
태권도학과,공통교양,100147,325,지도교수멘토링Ⅴ,0.25,3,상경211[화8],김학덕
태권도학과,공통교양,100147,326,지도교수멘토링Ⅴ,0.25,3,상경214[화8],김수정
태권도학과,공통교양,100149,322,지도교수멘토링Ⅶ,0.25,4,상경212[화8],이한우
태권도학과,공통교양,100149,323,지도교수멘토링Ⅶ,0.25,4,상경211[화8],김학덕
태권도학과,공통교양,100149,324,지도교수멘토링Ⅶ,0.25,4,상경214[화8],김수정
태권도학과,전공필수,300090,001,태권도개론,3.00,1,"상경212[화2], 상경212[수5-6]",김학덕
태권도학과,전공필수,300090,002,태권도개론,3.00,1,"상경212[화3], 상경212[목1-2]",김학덕
태권도학과,전공필수,401590,003,전공기초실기Ⅰ,1.00,1,스포츠센터401[목2-3],김수정
태권도학과,전공필수,401710,002,전공실기실습Ⅰ,1.00,1,스포츠센터101[월3-4],김학덕
태권도학과,전공필수,402019,001,학교체육프로그램,1.00,1,체육107[금5-6],이한우
태권도학과,전공필수,401557,001,스포츠운동심리학,3.00,2,"상경211[수3-4], 상경612[금3]",이한우
태권도학과,전공선택,401344,001,겨루기Ⅰ,1.00,2,스포츠센터401[목4-5],문경환
태권도학과,전공선택,506766,001,태권도경기규칙및심판법,2.00,2,스포츠센터101[금4-6],문경환
태권도학과,전공선택,506770,001,태권도시범실기Ⅰ,2.00,2,"스포츠센터401[수1-2], 스포츠센터401[목6-7]",정순일
태권도학과,전공선택,507744,001,품새Ⅰ,1.00,2,스포츠센터401[금7-8],송석호
태권도학과,전공선택,510022,001,태권도스트레칭Ⅰ,1.00,2,스포츠센터101[월1-2],정순일
태권도학과,전공선택,511109,001,태권도마케팅(키스톤디자인),2.00,2,상경213[화1-2],김수정
태권도학과,전공선택,511111,001,태권도공연기획및실습(키스톤디자인),3.00,2,"스포츠센터401[화6-7], 스포츠센터401[수6-8]",정순일
태권도학과,전공선택,506713,001,운동학습및제어,3.00,3,"상경211[화6-7], 상경211[목3]",이한우
태권도학과,전공선택,506776,001,태권도장경영론,3.00,3,"상경211[월1-2], 상경211[화5]",김수정
태권도학과,전공선택,507748,001,태권도철학,3.00,3,"상경212[수2-3], 상경212[목5]",김학덕
태권도학과,전공선택,507749,001,호신술지도법,1.00,3,스포츠센터101[화1-2],정순일
태권도학과,전공선택,508004,001,품새Ⅲ,1.00,3,스포츠센터401[금5-6],송석호
태권도학과,전공선택,509567,001,겨루기Ⅲ,1.00,3,스포츠센터401[금2-3],문경환
태권도학과,전공선택,510025,001,태권도재활트레이닝Ⅰ,1.00,3,스포츠센터101[목1-2],정순일
태권도학과,전공선택,510329,001,태권도전공영어실기Ⅰ,2.00,3,"스포츠센터101[월6-7], 스포츠센터101[목6-7]",김학덕
태권도학과,전공선택,401276,001,졸업평가,1.00,4,스포츠센터101[화5-6],김학덕
태권도학과,전공선택,507755,001,태권도성장발달론,3.00,4,"상경211[화2], 상경211[수6-7]",이한우
태권도학과,전공선택,509060,001,신체운동학,3.00,4,"상경211[화3], 상경211[목4-5]",정순일
태권도학과,전공선택,510024,001,태권도장상담론,3.00,4,"상경211[월3], 상경313[수2-3]",김수정
태권도학과,전공선택,511113,001,캡스톤디자인(산학연계학Ⅰ),3.00,4,상경212[금6-8],김학덕
경기지도학과,공통교양,100030,076,영어회화,2.00,1,법정112[목2-3],해즐턴새뮤얼깁스
경기지도학과,공통교양,100143,332,지도교수멘토링Ⅰ,0.25,1,상경304[화8],박문수
경기지도학과,전공필수,402099,001,스포츠지도론,3.00,1,"법정205[월2-3], 법정205[목1]",박문수
경기지도학과,전공필수,402100,001,전공실기현장입문Ⅰ,3.00,1,법정205[월6-8],박문수
동의지천교양대학,공통교양,100030,077,영어회화,2.00,1,법정112[목5-6],데이비드스크래그즈
동의지천교양대학,공통교양,100030,078,영어회화,2.00,1,창의717[수7-8],제이하프
동의지천교양대학,공통교양,100108,037,기본영어,2.00,1,창의517[금3-4],권성진
동의지천교양대학,공통교양,100110,042,논리적사유와글쓰기,2.00,1,창의627[금3-4],정혜경
동의지천교양대학,공통교양,100138,041,디지털시대와인문학,2.00,1,2인507[수2-3],박순준
동의지천교양대학,공통교양,100140,001,슬로리딩,2.00,2,창의520[월7-8],유창민
동의지천교양대학,자율교양,100077,001,비즈니스중국어,2.00,2,국제403[화6-7],장휘
동의지천교양대학,자율교양,100105,001,부산과세계,2.00,2,사이버강좌,정주영
동의지천교양대학,자율교양,100105,002,부산과세계,2.00,2,사이버강좌,정주영
동의지천교양대학,자율교양,200636,001,건강생활과스포츠,2.00,2,상경214[수7-8],박문수
동의지천교양대학,자율교양,200698,001,생활디자인과문화,2.00,2,지천관515[수7-8],노광현
동의지천교양대학,자율교양,200702,001,한국현대사산책,2.00,2,1인602[화6-7],김인호
동의지천교양대학,자율교양,200712,001,IT융합과학과창의적인생활,2.00,2,사이버강좌,장승주
동의지천교양대학,자율교양,200721,001,생활과세금,2.00,2,국제403[월7-8],박상봉
동의지천교양대학,자율교양,200725,001,기업가정신과창업,2.00,2,정보810[수7-8],박태억
동의지천교양대학,자율교양,200732,001,생활중국어,2.00,2,상경613[월7-8],장휘
동의지천교양대학,자율교양,200733,001,자기계발과진로탐색,2.00,2,창의627[목7-8],이정원
동의지천교양대학,자율교양,200756,001,실전창업과성공전략,2.00,2,국제910[월7-8],김배걸
동의지천교양대학,자율교양,200763,001,산업생태계의이해,2.00,2,국제406[화6-7],강병영
동의지천교양대학,자율교양,200763,002,산업생태계의이해,2.00,2,사이버강좌,강병영
동의지천교양대학,자율교양,200775,001,이미지문화유산탐구,2.00,2,1인414[화6-7],박순준
동의지천교양대학,자율교양,200808,001,현대인의웰니스와생활스포츠,2.00,2,상경213[월7-8],박철홍
동의지천교양대학,자율교양,200906,001,게임이론과전략적사고의이해,2.00,2,공과112[목7-8],김용하
동의지천교양대학,자율교양,200907,001,공무원수험영어가이드,2.00,2,공과127[화6-7],이혜진
동의지천교양대학,자율교양,200908,001,교양농구,2.00,2,스포츠센터401[월7-8],박태현
동의지천교양대학,자율교양,200912,001,글로벌경영시대무역창업의이해,2.00,2,상경411[목7-8],박영태
동의지천교양대학,자율교양,200913,001,글로벌경영시대취업물류따라잡기,2.00,2,사이버강좌,박영태
동의지천교양대학,자율교양,200915,001,다문화의이해,2.00,2,법정206[화6-7],다께이찌
동의지천교양대학,자율교양,200916,001,대학생의행복한삶의열쇠찾기,2.00,2,상경214[화6-7],박철홍
동의지천교양대학,자율교양,200925,001,문화코드로읽는일본이야기,2.00,2,2인410[수7-8],이경규
동의지천교양대학,자율교양,200929,001,부산의역사와문화,2.00,2,1인602[수7-8],김인호
동의지천교양대학,자율교양,200933,001,삶과예술그리고인문학,2.00,2,2인209[목7-8],정혜경
동의지천교양대학,자율교양,200935,001,생활속의부동산과증권,2.00,2,사이버강좌,박태진
동의지천교양대학,자율교양,200936,001,생활안전개론,2.00,2,창의627[화6-7],진병문
동의지천교양대학,자율교양,200940,001,소자본창업경영,2.00,2,사이버강좌,박철제
동의지천교양대학,자율교양,200951,001,엑셀로배우는수학,2.00,2,도서704[목7-8],김수환
동의지천교양대학,자율교양,200955,001,영화로읽는중국근현대사,2.00,2,2인409[목7-8],김형열
동의지천교양대학,자율교양,200957,001,영화속의과학이해,2.00,2,공과127[월7-8],이혜진
동의지천교양대학,자율교양,200958,001,영화속젠더로읽는행복론,2.00,2,창의B115-1[월7-8],정혜경
동의지천교양대학,자율교양,200960,001,와인문화및환대산업,2.00,2,국제901[화6-7],김미정
동의지천교양대학,자율교양,200961,001,원아시아공동체론,2.00,2,1인504[수7-8],다께이찌
동의지천교양대학,자율교양,200964,001,융복합적사고와실천,2.00,2,사이버강좌,김치용
동의지천교양대학,자율교양,200972,001,일본어능력평가시험,2.00,2,법정111[월7-8],다께이찌
동의지천교양대학,자율교양,200976,001,지구환경과지속가능발전,2.00,2,사이버강좌,임동순
동의지천교양대학,자율교양,200976,002,지구환경과지속가능발전,2.00,2,사이버강좌,임동순
동의지천교양대학,자율교양,200979,001,창업을위한법률,2.00,2,법정304[목7-8],정하윤
동의지천교양대학,자율교양,200981,001,청년창업의이해,2.00,2,산학712[월7-8],오세웅
동의지천교양대학,자율교양,200983,001,친환경주거시설에대한이해,2.00,2,공과616[월7-8],박경순
동의지천교양대학,자율교양,200984,001,커리어정보및기술능력,2.00,2,창의620[금6-7],배정자
동의지천교양대학,자율교양,200986,001,커리어의사소통및문제해결능력,2.00,2,정보322[월1-2],윤혜경
동의지천교양대학,자율교양,200987,001,커리어자기개발및조직이해능력,2.00,2,국제506[월7-8],김철민
동의지천교양대학,자율교양,200988,001,커리어자원관리및수리능력,2.00,2,정보322[월3-4],윤혜경
동의지천교양대학,자율교양,200992,001,한국인의법과생활,2.00,2,법정405[월7-8],류성진
동의지천교양대학,자율교양,201023,001,소통과젠더,2.00,2,생과501[화6-7],유창민
동의지천교양대학,자율교양,201038,001,KOREA&FTA,2.00,2,국제501-3[화6-7],조삼현
동의지천교양대학,자율교양,201042,001,문화유산으로배우는부산,2.00,2,1인208[월7-8],김도희
동의지천교양대학,자율교양,201043,001,바이러스와인류의전쟁,2.00,2,창의417[화6-7],진수정
동의지천교양대학,자율교양,201044,001,소통을위한대화법,2.00,2,창의524[월7-8],정윤희
동의지천교양대학,자율교양,201047,001,전통식의약,2.00,2,창의B115-3[화6-7],윤희정
동의지천교양대학,자율교양,201048,001,절세를위한세법,2.00,2,법정111[수7-8],정하윤
동의지천교양대학,자율교양,201050,001,포스트휴먼의이해,2.00,2,사이버강좌,윤혜경
동의지천교양대학,자율교양,201051,001,피부와화장품,2.00,2,창의418[수7-8],윤희정
동의지천교양대학,자율교양,201053,001,합창과보컬트레이닝,2.00,2,음악427[화6-7],최훈녀
동의지천교양대학,자율교양,201054,001,해녀문화유산과부산,2.00,2,국제901[월7-8],유형숙
동의지천교양대학,자율교양,201067,001,노인을위한나라,2.00,2,법정304[화6-7],이미라
동의지천교양대학,자율교양,201068,001,올바른소통을위한한글맞춤법과표준어,2.00,2,1인208[수7-8],최미현
동의지천교양대학,자율교양,201069,001,토익,2.00,2,법정305[화6-7],제선미
동의지천교양대학,자율교양,201084,001,한국에서만나는세계Ⅰ,2.00,2,국제502[목7-8],선우성혜
동의지천교양대학,자율교양,201086,001,한국문화,2.00,2,창의620[수7-8],유창민
동의지천교양대학,자율교양,201087,001,글로컬독일어,2.00,2,2인507[목7-8],안장혁
동의지천교양대학,자율교양,201088,001,철학적심리학,2.00,2,1인414[월7-8],박진
동의지천교양대학,자율교양,201089,001,기록유산으로본문화코드,2.00,2,1인612[월7-8],최연주
동의지천교양대학,자율교양,201091,001,2030세대를위한부동산첫걸음,2.00,2,국제504[화6-7],오윤경
동의지천교양대학,자율교양,201092,001,문화와예술로이해하는회계,2.00,2,국제403[수7-8],신희정
동의지천교양대학,자율교양,201094,001,공식으로풀어내는세상이야기,2.00,2,정보710[수7-8],이유태
동의지천교양대학,자율교양,201095,002,인공지능기초기술과미래생활,2.00,2,법정112[목7-8],배정철
동의지천교양대학,자율교양,201096,001,교양골프,2.00,2,스포츠센터403[월7-8],박재영
동의지천교양대학,자율교양,201098,001,건강생활과식품,2.00,2,창의518[화6-7],허만규
동의지천교양대학,자율교양,201099,001,로블록스메타버스제작과인디창업,2.00,2,산학616[월7-8],서진석
동의지천교양대학,자율교양,201100,001,성격으로읽는심리학,2.00,2,2인409[수7-8],고미나
동의지천교양대학,자율교양,201101,001,인간관계심리학,2.00,2,2인507[화6-7],고미나
동의지천교양대학,자율교양,201104,001,디자인의의미와원리,2.00,2,생과217[월7-8],김종엽
동의지천교양대학,자율교양,201121,001,뷰파인더속역사,2.00,2,법정207[목7-8],김예슬
동의지천교양대학,자율교양,201122,001,PPT그라비타스의이해,2.00,2,법정111[목7-8],한정규
동의지천교양대학,자율교양,201123,001,호모루덴스행성의커리어알고리즘,2.00,2,법정207[수7-8],홍준성
동의지천교양대학,자율교양,201124,001,특허출원의실전,2.00,2,산학618[화6-7],최정윤
동의지천교양대학,자율교양,201125,001,광고로보는세상,2.00,2,1인611[수7-8],박은주
동의지천교양대학,자율교양,201126,001,철학카페에서영화읽기,2.00,2,1인414[수7-8],박진
동의지천교양대학,자율교양,201138,001,아시아대중문화와한류,2.00,2,2인213[수7-8],정충실
동의지천교양대학,자율교양,201139,001,세계화와스마트비즈니스,2.00,2,상경412[월7-8],이재승
동의지천교양대학,자율교양,201140,001,다문화의식문화패턴,2.00,2,국제908[화6-7],이성포
동의지천교양대학,자율교양,201142,001,데이터분석및활용,2.00,2,산학417[월7-8],이현섭
동의지천교양대학,자율교양,201143,001,MBTI성격유형과인공지능로봇,2.00,2,법정111[화6-7],한정규
동의지천교양대학,자율교양,201144,001,데이터리터러시,2.00,2,정보322[수7-8],장희숙
동의지천교양대학,자율교양,201145,001,드라마한국어,2.00,2,법정207[화6-7],김은지
동의지천교양대학,자율교양,201146,001,한국의범죄예방과안전문화,2.00,2,법정402[월7-8],주성빈
동의지천교양대학,자율교양,201147,001,창업전략티칭,2.00,2,정보108[목7-8],김현수
동의지천교양대학,자율교양,201148,001,미래직업과진로설계,2.00,2,공과327[월7-8],이범웅
동의지천교양대학,자율교양,201150,001,사회봉사이해와실천,2.00,2,법정408[월7-8],이미라
동의지천교양대학,자율교양,509063,001,현대생활과체육,2.00,2,상경215[수7-8],김수정
동의지천교양대학,자율교양,510057,001,헐리우드영화와미국문화코드,2.00,2,2인209[수7-8],유지헌
동의지천교양대학,자율교양,200769,001,지역기업탐색과취업전략,2.00,3,창의120[수7-8],이철균
동의지천교양대학,자율교양,200914,001,기업채용직무적성특강,2.00,3,공과427[화6-7],조재균
동의지천교양대학,자율교양,200953,001,여대생취업실천전략,2.00,3,창의B115-1[수7-8],이임건
동의지천교양대학,자율교양,200973,001,자기분석과경력관리,2.00,3,공과229[화6-7],홍한국
